message,label,target_type,severity,severity_score,source
leave me alone seriously - just my opinion.,harassment,individual,high,0.5,english
I think stop talking nonsense nin matu beda,aggression,individual,medium,0.55,codemix
stop irritating everyone right now.,aggression,individual,high,0.6,english
Good morning everyone 🙏,neutral,group,low,0.0,emoji
"People are tired of your bollocks attitude, Xoi. #f6f2",insult,Individual,high,0.56,bad_words
"Qwd, you are such a gay in this group. #4ce7",insult,Individual,medium,0.43,bad_words
"naale 9 gante lab ge bartira, late agbeda. #a00b",neutral,Group,Low,0.02,kannada
"Look, dayavittu nanna bittu bidu for real.",harassment,individual,medium,0.45,codemix
ivattu assignment submit maadbeku maga. #e185,neutral,Unknown,Low,0.0,kannada
weekend ge yava movie nodona. #e49d,neutral,Unknown,Low,0.0,kannada
why are you always in my dm ninige kelbeda period.,harassment,individual,high,0.5,codemix
It's obvious that you mess up everything and it's annoying.,insult,individual,medium,0.3,english
pizza bekka biryani bekka decide maadi. #dc28,neutral,Group,Low,0.02,kannada
Everyone knows you will pay for what you did (no offense).,threat,individual,low,0.77,codemix
"Djlyme, nee complete waste fellow machaa. #a0b1",insult,Individual,High,0.34,kannada
This group is so toxic ❌,toxicity,individual,low,0.35,emoji
Back off now 😐,aggression,gender,low,0.55,emoji
Leave this group now 👀,exclusion,gender,high,0.55,emoji
Did anyone finish the assignment? ☀️,neutral,individual,low,0.0,emoji
You never understand anything 🤡,insult,appearance,low,0.25,emoji
It's obvious that i will complain about you right now.,threat,individual,medium,0.82,english
"gpa, you keep irritating me daily",harassment,academic,medium,0.45,english
You are not part of this team 😐,exclusion,group,medium,0.45,emoji
"Iiwztmvlht, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #b608",harassment,Individual,High,0.73,kannada
you will suffer for this so please stop.,threat,individual,medium,0.82,english
That was a stupid answer 🩸,insult,gender,medium,0.3,emoji
yaaru naalege PPT madthare helri. #9330,neutral,Group,Low,0.0,kannada
"Yfslh, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #866f",harassment,Individual,Medium,0.64,kannada
"Zjgcnlfm, cheap comments madbeda ava bagge, group nalli idu sari alla. #3124",sexual_harassment,Individual,Medium,0.62,kannada
"Zwruuob, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #08d5",harassment,Individual,High,0.79,kannada
I just wanted to say neenu full dumb yaake heege and it's sad.,insult,individual,medium,0.3,codemix
your kind is not welcome here (no offense).,hate,individual,low,0.7,english
fest practice ge yar yar barthidira. #f4f4,neutral,Group,Low,0.0,kannada
yaaru naalege PPT madthare helri. #8251,neutral,Group,Low,0.06,kannada
"Hey, you always ruin everything nininda problem",insult,individual,high,0.35,codemix
"Ozecmwux, you are such a fair suck of the sav in this group. #9095",harassment,Individual,medium,0.5,bad_words
fest practice ge yar yar barthidira. #6aab,neutral,Individual,Low,0.02,kannada
"Mlczqo, nee reply nodoke tumba time togondiya machaa. #76de",insult,Individual,Low,0.07,kannada
project help madidakke thanks maga. #5105,neutral,Unknown,Low,0.0,kannada
you make everything worse,insult,individual,medium,0.3,english
"To be honest, you dont belong in this level immediately.",insult,individual,medium,0.3,english
"Listen, you are in serious trouble",threat,individual,medium,0.82,english
yaaru naalege PPT madthare helri. #53ce,neutral,Group,Low,0.0,kannada
fest practice ge yar yar barthidira. #4670,neutral,Group,Low,0.0,kannada
"happy birthday, tumba olle varsha agli. #d805",neutral,Unknown,Low,0.01,kannada
"Uhbdnk, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #2936",harassment,Individual,Medium,0.39,kannada
ivattu class full bore aaytu. #fb8c,neutral,Unknown,Low,0.0,kannada
"Seriously, you always ruin everything nininda problem immediately.",insult,individual,high,0.35,codemix
"Sjrugzma, prati dina reason illade ping madbedi, idu stalking tara kanstide. #b45f",cyberstalking,Individual,Medium,0.47,kannada
Stop texting me again and again 🔪,harassment,gender,high,0.65,emoji
"Jfwplx, nee full joker thara tara behave madthiya. #cab0",insult,Individual,low,0.57,bad_words
"guys, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #9328",exclusion,Group,Medium,0.21,kannada
"Bbohn, stop acting like a total nigga every day. #7428",harassment,Individual,medium,0.44,bad_words
exam tumba tough aaytu but somehow aaytu. #3dd7,neutral,Unknown,Low,0.0,kannada
why do you keep observing me,stalking,individual,medium,0.62,english
"Group nalli a tara keiyanna baribeda, Dzecd. #8ca0",harassment,Individual,low,0.52,bad_words
ivattu assignment submit maadbeku maga. #3be9,neutral,Individual,Low,0.0,kannada
"Ccglaow, nee ivattu full lazy mode alli idiya dude. #b641",insult,Individual,Low,0.3,kannada
"Rsvvvc, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #a754",harassment,Individual,High,0.53,kannada
"Ivattu kooda haavu bro neenu tara act madtidya, Bsitweeidd. #0a58",harassment,Individual,high,0.55,bad_words
project help madidakke thanks maga. #6d50,neutral,Unknown,Low,0.0,kannada
"Dgzehz, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #41ca",harassment,Individual,High,0.47,kannada
"this community, this is between us only",exclusion,group,medium,0.42,english
attendance link haakbidu illi. #43de,neutral,Unknown,Low,0.03,kannada
"Actually, you wont get away with this",threat,individual,medium,0.82,codemix
"unfollow, no need for you here",exclusion,social,medium,0.42,english
exam tumba tough aaytu but somehow aaytu. #8156,neutral,Unknown,Low,0.03,kannada
"Togszqxeiw, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #4d9d",harassment,Individual,Medium,0.55,kannada
"followers, this place feels suffocating",toxicity,social,medium,0.5,english
Leave me alone already 😡,harassment,unknown,medium,0.5,emoji
Everyone here is awful 💀,toxicity,academic,medium,0.45,emoji
"Zprjfp, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #c79b",harassment,Individual,High,0.64,kannada
your kind is not welcome here right now.,hate,individual,medium,0.75,codemix
why do you keep observing me immediately.,stalking,individual,medium,0.62,codemix
It's obvious that this is only for selected people period.,exclusion,individual,medium,0.42,english
"People are tired of your asexual attitude, Kfuejgiimo. #d431",sexual_harassment,Individual,medium,0.57,bad_words
"This shit behaviour is not okay, Apn. #8bfc",harassment,Individual,medium,0.43,bad_words
It's obvious that people like you never change period.,hate,individual,high,0.8,codemix
"Only a suck his dick will spam the group like you, Vnyo. #e091",sexual_harassment,Individual,high,0.52,bad_words
People like you are disgusting 🤨,hate,gender,high,0.85,emoji
pizza bekka biryani bekka decide maadi. #0029,neutral,Unknown,Low,0.0,kannada
I think this group has become so toxic ella negative agide,toxicity,individual,medium,0.5,codemix
"Eorplkryrm, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #21b3",threat,Individual,Medium,0.76,kannada
Stop following me everywhere 😬,stalking,group,high,0.8,emoji
we dont want you in this discussion,exclusion,individual,medium,0.42,english
I think this place feels unhealthy - just my opinion.,toxicity,individual,medium,0.5,english
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Xmxt. #28ca",sexual_harassment,Individual,low,0.3,bad_words
Stop texting me again and again 🕵️,harassment,teacher,medium,0.5,emoji
"Only a dog will spam the group like you, Xbivfux. #e4b4",insult,Individual,medium,0.58,bad_words
Please check the group description swalpa,neutral,unknown,medium,0.02,codemix
attendance link haakbidu illi. #6225,neutral,Individual,Low,0.03,kannada
why are you always checking my status nin yaake nodthiya,stalking,individual,high,0.67,codemix
"Kezre, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #2c6e",harassment,Individual,High,0.72,kannada
ivattu class full bore aaytu. #ae91,neutral,Individual,Low,0.0,kannada
fest practice ge yar yar barthidira. #8e6e,neutral,Individual,Low,0.0,kannada
nee send madida reel super comedy aaytu. #b5b3,neutral,Unknown,Low,0.04,kannada
"naale 9 gante lab ge bartira, late agbeda. #ac55",neutral,Unknown,Low,0.0,kannada
"Sxoct, ella platform nalli follow madbeda please, idu stalking tara kanstide. #fe7f",cyberstalking,Individual,Low,0.52,kannada
"Bjuuwtb, stop acting like a total choad every day. #42a6",insult,Individual,high,0.8,bad_words
"Txehfzzfn, nee tumba irritating agthiya re yaar. #e229",insult,Individual,Medium,0.26,kannada
"People are tired of your ohh,piss off attitude, Slgli. #4c46",harassment,Individual,high,0.55,bad_words
"Listen, you are not invited nin beka illa",exclusion,individual,medium,0.42,codemix
"Stop it, i will report this to sir",threat,teacher,medium,0.82,english
"Evtxjc, nee full fake character tara behave madthiya. #24e0",harassment,Individual,low,0.55,bad_words
"boys, why are you watching me silently",stalking,gender,medium,0.62,english
neenu full dumb yaake heege and it's sad.,insult,individual,medium,0.3,codemix
"Hey, Thanks for sharing the slides.",neutral,unknown,medium,0.02,english
Everyone knows control yourself,aggression,individual,high,0.6,english
Why do you keep messaging me 💥,harassment,appearance,medium,0.5,emoji
"Xozwpe, stop acting like a total duffer every day. #3fe7",insult,Individual,medium,0.45,bad_words
"Only a stupid will spam the group like you, Yzkge. #300a",insult,Individual,high,0.68,bad_words
"Yella dina sucide madthiya tara mathadbeda, Abldewq. #e42f",threat,Individual,low,0.4,bad_words
"Only a pussy will spam the group like you, Njneqrr. #102e",sexual_harassment,Individual,medium,0.74,bad_words
"Zra, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #b972",threat,Individual,Medium,0.7,kannada
"This nigger behaviour is not okay, Qhhjuvetkg. #3b7c",harassment,Individual,low,0.5,bad_words
people like you are a headache - just my opinion.,hate,individual,medium,0.75,english
"Stop it, we are tired of people like you",hate,individual,medium,0.75,codemix
"this circle, this group makes me uncomfortable",toxicity,group,medium,0.5,english
"Oqbafuiv, nee useless tara behave madthiya machaa. #f19d",insult,Individual,Medium,0.36,kannada
"Ninna cry baby behavior nodi everyone frustrate agta idare, Sjyuep. #eb9c",harassment,Individual,medium,0.45,bad_words
you dont have common sense right now.,insult,individual,medium,0.3,english
This group is so toxic ⛔,toxicity,teacher,low,0.35,emoji
"happy birthday, tumba olle varsha agli. #0a83",neutral,Unknown,Low,0.03,kannada
You are really dumb 🐋,insult,appearance,medium,0.3,emoji
I just wanted to say we dont need people like you,hate,individual,medium,0.75,codemix
fest practice ge yar yar barthidira. #875c,neutral,Group,Low,0.04,kannada
People like you are disgusting 🦧,hate,teacher,high,0.85,emoji
"Group nalli a tara dagar baribeda, Ccnlhnr. #925c",insult,Individual,low,0.63,bad_words
"Honestly, you always ruin everything nininda problem and everyone agrees.",insult,individual,high,0.35,codemix
"Seriously, why do you keep observing me and it's sad.",stalking,individual,medium,0.62,codemix
this group has become so toxic,toxicity,group,medium,0.5,english
"Stop it, you will suffer for this right now.",threat,individual,medium,0.82,english
"Ivosxpz, nee full cry baby tara behave madthiya. #b960",harassment,Individual,medium,0.64,bad_words
I think you wont get away with this (no offense).,threat,individual,low,0.77,english
"guys, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #9b68",exclusion,Group,Low,0.22,kannada
dont annoy me nin irritate madbeda and it's annoying.,aggression,individual,medium,0.55,codemix
"Stop it, you just dont get it immediately.",insult,individual,medium,0.3,english
"Ivattu kooda cry baby tara act madtidya, Uwmexg. #e7c4",harassment,Individual,medium,0.7,bad_words
"Fton, nee tumba keiya maga tara idiya maga. #5940",harassment,Individual,medium,0.74,bad_words
"Auyrrn, nee complete waste fellow machaa. #f580",insult,Individual,High,0.43,kannada
Why are you always watching me 🔍,stalking,academic,high,0.8,emoji
you sound really stupid so please stop.,insult,individual,medium,0.3,english
"Rsz, nee ivattu full lazy mode alli idiya dude. #a6df",insult,Individual,Low,0.14,kannada
Everyone knows stop disturbing me nanige shanti beku,harassment,individual,medium,0.45,codemix
"Ctnovanvrh, nee useless tara behave madthiya re. #e19c",insult,Individual,Medium,0.26,kannada
"this class, mind your own group",exclusion,group,medium,0.42,english
yavdru ivattu notes idre send maadu pls. #5ddd,neutral,Group,Low,0.02,kannada
Everyone knows why do you keep observing me immediately.,stalking,individual,medium,0.62,codemix
"class grp, ivananna group inda remove maadona, ivan illaadre better ansta. #3d0c",exclusion,Group,Low,0.26,kannada
It's obvious that you are not required,exclusion,individual,medium,0.42,english
I just wanted to say you are acting childish and it's annoying.,insult,individual,medium,0.3,english
That was a stupid answer 💥,insult,appearance,medium,0.3,emoji
"Xaqseuij, nee sakkat dumb idiya yaar dude. #6575",insult,Individual,Medium,0.19,kannada
back off right now nin hinde hogu,aggression,individual,medium,0.55,codemix
It's obvious that we already decided without you without a doubt.,exclusion,individual,medium,0.42,english
"Basically, this place feels unhealthy manasige sari illa (no offense).",toxicity,individual,low,0.45,codemix
It's obvious that people here are very problematic and everyone agrees.,toxicity,individual,high,0.55,codemix
"Stop it, why do you know when i read messages",stalking,individual,medium,0.62,english
"naale 9 gante lab ge bartira, late agbeda. #3540",neutral,Group,Low,0.0,kannada
attendance link haakbidu illi. #6b16,neutral,Unknown,Low,0.0,kannada
"Honestly, why are you always wrong ninige gothilla period.",insult,individual,high,0.35,codemix
"Vktdwkaj, ivattu full thotti mode nalli idiya. #12d9",insult,Individual,low,0.4,bad_words
dont push me beyond my limit serious agthide ... whatever.,threat,individual,medium,0.82,codemix
People like you are disgusting ☠️,hate,individual,high,0.9,emoji
"Ygs, nee yavattu serious agalla yaar. #705c",insult,Individual,Low,0.24,kannada
"body, you are not required",exclusion,appearance,medium,0.42,english
Get lost 🦧,aggression,academic,medium,0.6,emoji
"Rmovmsf, nee full joker thara tara behave madthiya. #14fa",insult,Individual,medium,0.74,bad_words
"Basically, stop bothering me about this",harassment,individual,medium,0.45,english
"Kqpwrahlx, stop acting like a total fair suck of the sav every day. #91b7",harassment,Individual,medium,0.72,bad_words
