message,label,target_type,severity_score,severity_level,context
"Utnputanmz, nee full monkey thara tara behave madthiya. #7c55",Insult,Individual,0.52,low,whatsapp_group_chat
"Wekxa, nee full joker thara tara behave madthiya. #1d65",Insult,Individual,0.36,medium,whatsapp_group_chat
"This ohh,piss off behaviour is not okay, Ieabqck. #d4f5",Harassment,Individual,0.39,low,whatsapp_group_chat
"People are tired of your bisexual attitude, Vhjde. #24f9",Sexual Harassment,Individual,0.36,low,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Szkx. #bdd4",Harassment,Individual,0.63,high,whatsapp_group_chat
"Ivattu kooda fake character tara act madtidya, Xtgdsqjnas. #edb1",Harassment,Individual,0.57,low,whatsapp_group_chat
"Plvugxgv, you are such a crap in this group. #1e4a",Harassment,Individual,0.76,medium,whatsapp_group_chat
"Group nalli a tara singri maga baribeda, Mww. #a95e",Insult,Individual,0.68,medium,whatsapp_group_chat
"Bosclzd, nee tumba gaandu nan magane tara idiya maga. #3131",Insult,Individual,0.6,high,whatsapp_group_chat
"Wcsjfta, nee tumba hucchadanta tara idiya maga. #fbde",Insult,Individual,0.7,medium,whatsapp_group_chat
"Njmfgoa, nee full die tara behave madthiya. #6dbd",Threat,Individual,0.61,low,whatsapp_group_chat
"Ninna sexy baby behavior nodi everyone frustrate agta idare, Lyom. #9c32",Sexual Harassment,Individual,0.49,low,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Nihieakye. #16bc",Threat,Individual,0.69,medium,whatsapp_group_chat
"Group nalli ee sakath body attitude beda, Ncivb. #7f05",Harassment,Individual,0.7,medium,whatsapp_group_chat
"Eghnkgx, stop acting like a total crap every day. #fd03",Harassment,Individual,0.65,low,whatsapp_group_chat
"This son of bitch behaviour is not okay, Xuf. #c183",Insult,Individual,0.48,low,whatsapp_group_chat
"Olmijdewz, you are such a queer in this group. #95c6",Insult,Individual,0.49,medium,whatsapp_group_chat
"Mbwrjqiai, nee full sexy bro tara behave madthiya. #5d23",Sexual Harassment,Individual,0.59,high,whatsapp_group_chat
"Yella dina bosodike tara mathadbeda, Lsypenb. #be38",Insult,Individual,0.54,low,whatsapp_group_chat
"Rbcd, stop acting like a total dick every day. #d380",Sexual Harassment,Individual,0.62,medium,whatsapp_group_chat
"People are tired of your split tongue attitude, Gkqjmfpab. #d777",Insult,Individual,0.44,low,whatsapp_group_chat
"Rjseuk, yaaru kuda ninna sucide nature ishta padalla. #5e94",Threat,Individual,0.44,high,whatsapp_group_chat
"Yella dina huccha maga tara mathadbeda, Bpjwgpv. #e195",Insult,Individual,0.74,medium,whatsapp_group_chat
"Wjpaqbyg, yaaru kuda ninna idiot thara nature ishta padalla. #ad06",Insult,Individual,0.73,high,whatsapp_group_chat
"Ycgjsf, yaaru kuda ninna joker thara nature ishta padalla. #3103",Insult,Individual,0.48,high,whatsapp_group_chat
"Only a pussy will spam the group like you, Njneqrr. #102e",Sexual Harassment,Individual,0.74,medium,whatsapp_group_chat
"Ivattu kooda sexy baby tara act madtidya, Sptrpbzeqg. #d726",Sexual Harassment,Individual,0.76,high,whatsapp_group_chat
"Eyggw, you are such a go to hell in this group. #9c3c",Harassment,Individual,0.83,high,whatsapp_group_chat
"Yella dina nimmavvan tara mathadbeda, Fttdz. #8073",Harassment,Individual,0.4,high,whatsapp_group_chat
"Ppimdwy, nee full dove rani tara behave madthiya. #5170",Harassment,Individual,0.84,high,whatsapp_group_chat
"Ltnjlvcak, yaaru kuda ninna monkey thara nature ishta padalla. #b2a7",Insult,Individual,0.64,medium,whatsapp_group_chat
"Eudzroo, nin saayi madthiya maga nataka nodakke bore aaytu. #a796",Threat,Individual,0.41,medium,whatsapp_group_chat
"Only a 69 will spam the group like you, Jsvyvwip. #bda3",Sexual Harassment,Individual,0.41,high,whatsapp_group_chat
"Rijgxggs, ivattu full keiya mode nalli idiya. #85b4",Harassment,Individual,0.47,low,whatsapp_group_chat
"Lgqulem, nee full saayi tara behave madthiya. #28c4",Threat,Individual,0.47,medium,whatsapp_group_chat
"Pbrdfx, stop acting like a total bugger every day. #ce56",Insult,Individual,0.74,medium,whatsapp_group_chat
"People are tired of your lesbian attitude, Lmoauy. #89b6",Insult,Individual,0.59,medium,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Opluvx. #d82f",Insult,Individual,0.72,medium,whatsapp_group_chat
"Only a naked will spam the group like you, Kko. #ba19",Sexual Harassment,Individual,0.45,medium,whatsapp_group_chat
"Uaruclhemw, stop acting like a total dog every day. #6331",Insult,Individual,0.63,medium,whatsapp_group_chat
"Only a butthead will spam the group like you, Tpwdqyz. #050e",Harassment,Individual,0.65,high,whatsapp_group_chat
"Dna, stop acting like a total idiot every day. #713f",Insult,Individual,0.55,medium,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Cmdlh. #6270",Harassment,Individual,0.72,high,whatsapp_group_chat
"Yella dina sede tara mathadbeda, Ikwovylpaa. #75b3",Insult,Individual,0.74,medium,whatsapp_group_chat
"Ivattu kooda fake character tara act madtidya, Zazwxfbuur. #7248",Harassment,Individual,0.63,medium,whatsapp_group_chat
"This fair suck of the sav behaviour is not okay, Tgilhni. #2410",Harassment,Individual,0.44,low,whatsapp_group_chat
"This bellend behaviour is not okay, Cjo. #5ad7",Insult,Individual,0.44,high,whatsapp_group_chat
"People are tired of your dog attitude, Afw. #2755",Insult,Individual,0.4,medium,whatsapp_group_chat
"People are tired of your lick attitude, Gbhbi. #af29",Sexual Harassment,Individual,0.42,high,whatsapp_group_chat
"This suck his dick behaviour is not okay, Zsxsbc. #2ac7",Sexual Harassment,Individual,0.42,low,whatsapp_group_chat
"Only a fucking balls will spam the group like you, Sbjcrau. #827e",Sexual Harassment,Individual,0.61,low,whatsapp_group_chat
"This queer behaviour is not okay, Hqchel. #507e",Insult,Individual,0.48,low,whatsapp_group_chat
"People are tired of your asswipe attitude, Voayxbxwj. #64fa",Insult,Individual,0.59,high,whatsapp_group_chat
"Kftajiqyd, you are such a piss off in this group. #85f5",Harassment,Individual,0.55,high,whatsapp_group_chat
"Mplw, nee full fake character tara behave madthiya. #ccbd",Harassment,Individual,0.77,high,whatsapp_group_chat
"Fhcxpdf, nee tumba nimmavvana tara idiya maga. #5c3b",Harassment,Individual,0.65,medium,whatsapp_group_chat
"Group nalli a tara mangyan maga baribeda, Ffz. #f40d",Insult,Individual,0.51,medium,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Hcjzlbwv. #e625",Insult,Individual,0.73,medium,whatsapp_group_chat
"Group nalli a tara shaata baribeda, Eprdruxw. #0f7e",Insult,Individual,0.44,medium,whatsapp_group_chat
"Yella dina shaata tara mathadbeda, Kkdups. #123f",Insult,Individual,0.42,medium,whatsapp_group_chat
"Dngie, nee tumba tullna keya tara idiya maga. #73dd",Sexual Harassment,Individual,0.72,medium,whatsapp_group_chat
"Sgezrty, stop acting like a total shag every day. #bc51",Sexual Harassment,Individual,0.76,high,whatsapp_group_chat
"Ninna joker thara behavior nodi everyone frustrate agta idare, Wnb. #c59b",Insult,Individual,0.44,high,whatsapp_group_chat
"This duffer behaviour is not okay, Vwlzzu. #6180",Insult,Individual,0.47,low,whatsapp_group_chat
"People are tired of your bollocks attitude, Heauin. #67a2",Insult,Individual,0.46,low,whatsapp_group_chat
"Fwsri, stop acting like a total transgender every day. #d87f",Insult,Individual,0.61,low,whatsapp_group_chat
"This bloody hell behaviour is not okay, Tefpcetns. #5b0b",Harassment,Individual,0.56,high,whatsapp_group_chat
"Vtm, stop acting like a total cockfoam every day. #235d",Sexual Harassment,Individual,0.79,high,whatsapp_group_chat
"Yrx, nee full sakath body tara behave madthiya. #d15e",Harassment,Individual,0.38,medium,whatsapp_group_chat
"People are tired of your fair suck of the sav attitude, Huzms. #b6fe",Harassment,Individual,0.61,high,whatsapp_group_chat
"This fair suck of the sav behaviour is not okay, Xawo. #c36b",Harassment,Individual,0.67,low,whatsapp_group_chat
"Only a damn will spam the group like you, Uxkevpn. #ae36",Insult,Individual,0.7,medium,whatsapp_group_chat
"Yella dina sexy bro maga tara mathadbeda, Lio. #16c0",Sexual Harassment,Individual,0.6,high,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Rqu. #d691",Sexual Harassment,Individual,0.48,low,whatsapp_group_chat
"Only a asswipe will spam the group like you, Jki. #44ff",Insult,Individual,0.66,low,whatsapp_group_chat
"People are tired of your bugger attitude, Ekq. #1e44",Insult,Individual,0.73,medium,whatsapp_group_chat
"Group nalli ee not a loyal attitude beda, Aelpsu. #0655",Harassment,Individual,0.69,high,whatsapp_group_chat
"Bjebtf, ivattu full thimru mode nalli idiya. #90ee",Insult,Individual,0.45,medium,whatsapp_group_chat
"Jqysmnnws, nin singri maga nataka nodakke bore aaytu. #db10",Insult,Individual,0.47,high,whatsapp_group_chat
"Mnocegnwcl, yaaru kuda ninna die nature ishta padalla. #b02a",Threat,Individual,0.71,high,whatsapp_group_chat
"Hpumy, nin nimavvan nataka nodakke bore aaytu. #5a8b",Harassment,Individual,0.47,medium,whatsapp_group_chat
"Csfpgfnyyk, you are such a cockfoam in this group. #3ac5",Sexual Harassment,Individual,0.45,high,whatsapp_group_chat
"People are tired of your twat attitude, Xhdmvg. #b037",Insult,Individual,0.68,medium,whatsapp_group_chat
"Only a slut will spam the group like you, Sxsy. #9d9a",Sexual Harassment,Individual,0.55,high,whatsapp_group_chat
"Ivattu kooda monkey thara tara act madtidya, Lgh. #27f3",Insult,Individual,0.57,high,whatsapp_group_chat
"People are tired of your taking the piss attitude, Mvklv. #bfd5",Harassment,Individual,0.35,low,whatsapp_group_chat
"People are tired of your bugger attitude, Iiqhtaxsuy. #69de",Sexual Harassment,Individual,0.63,low,whatsapp_group_chat
"Oxfcxq, ivattu full dagara mode nalli idiya. #7b57",Insult,Individual,0.78,high,whatsapp_group_chat
"Group nalli ee sakath body attitude beda, Veimmgj. #a752",Harassment,Individual,0.61,high,whatsapp_group_chat
"People are tired of your queer attitude, Vtvszx. #1a6b",Insult,Individual,0.65,medium,whatsapp_group_chat
"Wobsuebe, stop acting like a total piss off every day. #e81b",Harassment,Individual,0.47,low,whatsapp_group_chat
"Group nalli a tara dagarina maga baribeda, Dyfzuabvfn. #47a8",Insult,Individual,0.35,medium,whatsapp_group_chat
"This dick head behaviour is not okay, Ctishmh. #5117",Sexual Harassment,Individual,0.56,medium,whatsapp_group_chat
"Yella dina nimmavvana maga tara mathadbeda, Ebokpzy. #e927",Harassment,Individual,0.67,medium,whatsapp_group_chat
"Kkntqkcs, ivattu full die maga mode nalli idiya. #b77e",Threat,Individual,0.6,high,whatsapp_group_chat
"Ninna sakath body behavior nodi everyone frustrate agta idare, Pwrsrhhr. #72d7",Harassment,Individual,0.46,medium,whatsapp_group_chat
"People are tired of your fuck attitude, Jujmsbi. #09fe",Harassment,Individual,0.78,high,whatsapp_group_chat
"Igst, nee tumba cry baby tara idiya maga. #1858",Harassment,Individual,0.59,medium,whatsapp_group_chat
"Group nalli a tara keiya baribeda, Bmrtz. #c281",Harassment,Individual,0.6,high,whatsapp_group_chat
"Ivattu kooda not a loyal tara act madtidya, Uekewti. #4812",Harassment,Individual,0.38,low,whatsapp_group_chat
"Mwj, stop acting like a total dick every day. #b970",Sexual Harassment,Individual,0.53,medium,whatsapp_group_chat
"Emkjhi, yaaru kuda ninna joker thara nature ishta padalla. #65e4",Insult,Individual,0.78,high,whatsapp_group_chat
"Znrufvbfa, stop acting like a total bloody hell every day. #3591",Harassment,Individual,0.73,high,whatsapp_group_chat
"Jrm, nee tumba ninna ammanakeya tara idiya maga. #091e",Sexual Harassment,Individual,0.39,medium,whatsapp_group_chat
"Ninna joker thara behavior nodi everyone frustrate agta idare, Pgywhnhdc. #3c80",Insult,Individual,0.52,medium,whatsapp_group_chat
"This transgender behaviour is not okay, Mvpgj. #7dc2",Insult,Individual,0.48,medium,whatsapp_group_chat
"Wvr, you are such a go to hell in this group. #88f7",Harassment,Individual,0.67,medium,whatsapp_group_chat
"Fpgxhhvu, nin keiya nataka nodakke bore aaytu. #743a",Harassment,Individual,0.44,low,whatsapp_group_chat
"Bqzke, yaaru kuda ninna sakath body nature ishta padalla. #1c5b",Harassment,Individual,0.48,medium,whatsapp_group_chat
"Group nalli a tara kallu baribeda, Xzzrf. #c142",Insult,Individual,0.6,high,whatsapp_group_chat
"Nyvydvsgd, yaaru kuda ninna sexy baby nature ishta padalla. #95d4",Sexual Harassment,Individual,0.4,medium,whatsapp_group_chat
"Ivattu kooda fake character tara act madtidya, Zibfiozojd. #3782",Harassment,Individual,0.48,high,whatsapp_group_chat
"Kyj, stop acting like a total sexy every day. #ef3d",Sexual Harassment,Individual,0.67,medium,whatsapp_group_chat
"Ivattu kooda not a loyal tara act madtidya, Aqf. #3777",Harassment,Individual,0.31,low,whatsapp_group_chat
"Nfhlazchm, ivattu full kembatti maga mode nalli idiya. #5ca2",Insult,Individual,0.56,medium,whatsapp_group_chat
"Kvnrazo, ivattu full dove rani mode nalli idiya. #5cf3",Harassment,Individual,0.64,high,whatsapp_group_chat
"This bugger behaviour is not okay, Foe. #1bb9",Insult,Individual,0.48,medium,whatsapp_group_chat
"People are tired of your ass attitude, Uflsg. #214d",Harassment,Individual,0.56,medium,whatsapp_group_chat
"This dick head behaviour is not okay, Qlbm. #e893",Sexual Harassment,Individual,0.51,medium,whatsapp_group_chat
"This ohh,piss off behaviour is not okay, Yqcbxf. #bb15",Harassment,Individual,0.58,low,whatsapp_group_chat
"Group nalli a tara le niga baribeda, Sckvoibyc. #5ece",Harassment,Individual,0.58,medium,whatsapp_group_chat
"Ninna saayi behavior nodi everyone frustrate agta idare, Veafzfgvy. #5d95",Threat,Individual,0.64,medium,whatsapp_group_chat
"Fztwmhmve, ivattu full thimru mode nalli idiya. #e621",Insult,Individual,0.64,medium,whatsapp_group_chat
"Group nalli ee cry baby attitude beda, Lltanz. #2833",Harassment,Individual,0.66,low,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Urpucvjn. #b29a",Insult,Individual,0.71,high,whatsapp_group_chat
"Group nalli a tara sexy baby maga baribeda, Wirmuav. #2d05",Sexual Harassment,Individual,0.74,medium,whatsapp_group_chat
"Only a shag will spam the group like you, Qzyv. #e5d0",Sexual Harassment,Individual,0.71,high,whatsapp_group_chat
"Xizrhqc, yaaru kuda ninna fake character nature ishta padalla. #919a",Harassment,Individual,0.6,medium,whatsapp_group_chat
"This rubbish behaviour is not okay, Mtrujerd. #66ae",Insult,Individual,0.63,high,whatsapp_group_chat
"Nfzws, stop acting like a total cock-socker every day. #83d5",Sexual Harassment,Individual,0.66,low,whatsapp_group_chat
"Ywhuphzvli, nin bakra nataka nodakke bore aaytu. #8fab",Insult,Individual,0.63,high,whatsapp_group_chat
"Hvclfkl, stop acting like a total twat every day. #8a14",Insult,Individual,0.47,high,whatsapp_group_chat
"This nigger behaviour is not okay, Aevrlcpcr. #db9c",Harassment,Individual,0.6,low,whatsapp_group_chat
"Eqtwxin, yaaru kuda ninna idiot thara nature ishta padalla. #01cf",Insult,Individual,0.42,medium,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Obquep. #0606",Insult,Individual,0.53,medium,whatsapp_group_chat
"This nigga behaviour is not okay, Rxcjt. #ee1f",Harassment,Individual,0.56,high,whatsapp_group_chat
"Fceeim, stop acting like a total rubbish every day. #9be1",Insult,Individual,0.45,high,whatsapp_group_chat
"Ninna die behavior nodi everyone frustrate agta idare, Fsfqv. #801e",Threat,Individual,0.68,medium,whatsapp_group_chat
"Ivattu kooda cry baby tara act madtidya, Uwmexg. #e7c4",Harassment,Individual,0.7,medium,whatsapp_group_chat
"This asexual behaviour is not okay, Dqgjvw. #f774",Sexual Harassment,Individual,0.37,low,whatsapp_group_chat
"Jmnnkexs, nin kall magane nataka nodakke bore aaytu. #c6f9",Insult,Individual,0.57,low,whatsapp_group_chat
"Aug, nin dagarina maga nataka nodakke bore aaytu. #c502",Insult,Individual,0.67,high,whatsapp_group_chat
"Mvvx, nin soole nataka nodakke bore aaytu. #c729",Harassment,Individual,0.62,low,whatsapp_group_chat
"Yella dina nim amman tara mathadbeda, Doztzq. #35f0",Harassment,Individual,0.47,high,whatsapp_group_chat
"People are tired of your cock-socker attitude, Wzwsel. #cad1",Sexual Harassment,Individual,0.73,high,whatsapp_group_chat
"People are tired of your fair suck of the sav attitude, Ido. #4e8d",Harassment,Individual,0.44,high,whatsapp_group_chat
"Yella dina darveshi tara mathadbeda, Tpyyimuz. #e2bd",Insult,Individual,0.47,low,whatsapp_group_chat
"Xqfwuowjy, ivattu full keiya mode nalli idiya. #8366",Harassment,Individual,0.69,low,whatsapp_group_chat
"Pznuyenaty, yaaru kuda ninna die nature ishta padalla. #2524",Threat,Individual,0.69,medium,whatsapp_group_chat
"Cndsiy, nin hucchadanthe nataka nodakke bore aaytu. #d638",Insult,Individual,0.45,medium,whatsapp_group_chat
"Wyp, nin sucide madthiya nataka nodakke bore aaytu. #531f",Threat,Individual,0.61,medium,whatsapp_group_chat
"Bggkcrrc, yaaru kuda ninna sakath body nature ishta padalla. #deb8",Harassment,Individual,0.75,high,whatsapp_group_chat
"Hcnedhxj, nin fake character maga nataka nodakke bore aaytu. #016d",Harassment,Individual,0.82,high,whatsapp_group_chat
"Qamoq, nee tumba ninna amma maga tara idiya maga. #1557",Harassment,Individual,0.48,medium,whatsapp_group_chat
"Only a taking the piss will spam the group like you, Qcdm. #d901",Harassment,Individual,0.56,medium,whatsapp_group_chat
"Only a loser will spam the group like you, Mkusrv. #35a3",Insult,Individual,0.49,medium,whatsapp_group_chat
"Group nalli a tara ninna ammanakeya maga baribeda, Lzbpyye. #5d1c",Sexual Harassment,Individual,0.58,high,whatsapp_group_chat
"Only a nigger will spam the group like you, Uyqllorca. #d3a5",Harassment,Individual,0.58,medium,whatsapp_group_chat
"Yella dina ninna thale kettide maga tara mathadbeda, Wfib. #af8f",Harassment,Individual,0.53,high,whatsapp_group_chat
"Ivattu kooda idiot thara tara act madtidya, Huqqai. #b858",Insult,Individual,0.52,low,whatsapp_group_chat
"Fxphgib, you are such a wanker in this group. #f79a",Sexual Harassment,Individual,0.69,medium,whatsapp_group_chat
